timestamps,Delta,Theta,Alpha,Beta,Gamma
254491.653,35.60061220081567,31.46611130526494,-45.753452909950695,93.76577227764122,-99.93403825694955
254491.657,32.740335816957824,31.869688083022048,-53.91023559059052,89.38774258520098,607.5231811888381
254491.662,29.778897655344764,32.10900065729265,-59.12669568795511,55.61515114374292,256.8465906700249
254491.666,26.745996920960362,32.15112940391877,-60.812689630919785,4.202385055335145,-602.330900660628
254491.67,23.680845955164507,31.973168232142747,-58.5697093456201,-46.56688389028657,-392.13751718586104
254491.675,20.616492515782575,31.537104727663973,-52.3180026619297,-87.52153856364022,559.4357397562137
254491.679,17.579416295096813,30.79231161423731,-42.32354086881552,-114.49684960073174,427.84408263841823
254491.684,14.600440704679261,29.697977140280905,-29.14370141484337,-119.8339457805018,-487.31386177962634
254491.688,11.713379525372025,28.22369892838372,-13.601424968868193,-98.97834291240129,-352.4245669654515
254491.692,8.943623386496956,26.33267487300323,3.2253984429307807,-59.44051895180437,377.2307613816703
254491.697,6.306483076626181,23.98257854590514,20.0883385637376,-14.826228366293936,268.00419665793106
254491.701,3.8148660809002424,21.14281679744809,35.712722614234224,26.120619578543387,-255.10137865191646
254491.706,1.480957880303453,17.800723882845148,48.9175226683249,59.73554845532044,-227.59563848495586
254491.71,-0.690344169791637,13.952880353698976,58.69165019713654,81.51176696171676,103.79435763187811
254491.714,-2.7052713819018637,9.601115569274278,64.27021111438043,86.50482996655452,226.74724073150932
254491.719,-4.575960002856624,4.763985167231691,65.22911640392486,75.78028241463207,75.4606462493107
254491.723,-6.31303286673887,-0.5091206068565413,61.554202242454494,57.752913237763366,-250.05459445168026
254491.728,-7.926794484950913,-6.1404739591463215,53.630454103686894,39.86806262436396,-228.46797646724832
254491.722,-9.432207375606742,-12.034306969327968,42.177374276283324,22.480817190037026,336.2429773931414
254491.726,-10.841684113977347,-18.06717265631286,28.20611483477801,5.141032218433907,328.37889852494243
254491.73,-12.152127068898304,-24.07058315858291,12.968924672296396,-8.02754956235286,-542.6851137371093
254491.734,-13.34942951074623,-29.846499121256528,-2.194088448834184,-17.19093614689415,-406.5747070969246
254491.738,-14.424753301331531,-35.20411730147232,-16.06034534824832,-32.759499151072816,637.5408051921197
254491.741,-15.374595245442492,-39.96786626889024,-27.635187301715604,-61.196975892412674,507.0345172686364
254491.745,-16.185915739909213,-43.95934515606466,-36.169303452392015,-90.64023010722987,-481.1776663529944
254491.749,-16.835332281697426,-47.004250508426296,-41.21309812496243,-101.69610403345217,-615.7719079307013
254491.753,-17.305750730007706,-48.96885553287901,-42.71134326519209,-88.15700804206628,332.13136026244285
254491.757,-17.59425974708925,-49.77874150897785,-41.00948217143284,-57.954784995040384,566.4573342312563
254491.761,-17.704763616957404,-49.4082506303038,-36.74801289638524,-19.614446045069098,-238.41761059331716
254491.764,-17.64326070515008,-47.87254823717573,-30.741873948154716,22.567706918670996,-303.17522760847066
254491.768,-17.422877919920857,-45.23475531435971,-23.890275688268368,63.07230452838621,40.85210460629314
254491.772,-17.067216665661647,-41.60791434119867,-17.076076950185435,93.86319540354135,205.822784706721
254491.776,-16.601997346683312,-37.134917815984764,-11.025903152021325,111.0225349680579,167.6688310986114
254491.78,-16.044685100003623,-31.964648906277453,-6.19420480582824,116.51975993868118,-433.88005007274415
254491.784,-15.408558825975836,-26.253594313664898,-2.753776133080051,109.07001215872762,-271.59072388251866
254491.788,-14.713159571876085,-20.17822981061917,-0.6500829698001759,80.5890062663128,587.6513062502115
254491.791,-13.980350576364248,-13.921860173139553,0.3803712602599674,28.913019316156635,312.4247970990531
254491.795,-13.223193602121778,-7.649555385972411,0.7951573388821501,-32.89342672260024,-542.3293403704672
254491.797,-12.449450298770516,-1.509746914520609,1.1432063585017715,-86.84051003068444,-291.06047077488523
254491.801,-11.672857197427835,4.350206750303578,1.9237671227674682,-122.60693101468962,480.98424404822174
254491.804,-10.910431467928502,9.792730375986327,3.5199121530537534,-134.87972356534175,276.67400338445384
254491.808,-10.170317486559837,14.7141917683179,6.188883833841434,-118.15742811285102,-412.5323255253329
254491.811,-9.45172711365858,19.046241341658167,10.014497151268198,-74.10532259613149,-365.4937743461672
254491.815,-8.756892193777663,22.735221284746345,14.833009954776148,-19.09643247811157,296.5046285814052
254491.819,-8.09594553588517,25.733920368514056,20.227895479181676,24.946891069237978,400.9498857060025
254491.822,-7.480330968869753,28.013261740877578,25.609727660247568,47.1260602776389,-126.59450153900472
254491.826,-6.917784570910354,29.570544888963262,30.31033316964137,51.775911467563695,-268.6747783104019
254491.83,-6.416290717509398,30.42132456568144,33.64825161955674,48.768407151716204,-73.90332556538304
254491.833,-5.98782975191358,30.591423011033548,35.00002407002204,45.15320649619395,265.09474089558245
254491.837,-5.639660030375078,30.130169848081163,33.91931780552521,46.5939758207954,224.1277672619029
254491.841,-5.3633333214624335,29.126055314708548,30.240024715794,56.908897139274316,-553.7060922438743
254491.844,-5.141705409241857,27.689509077448598,24.0658108194658,68.42098670350855,-303.7908956311994
254491.848,-4.964253733517284,25.92125174650669,15.698999732471668,61.64484670407205,713.788255910551
254491.852,-4.824754420676537,23.91235714098644,5.632048263028369,25.365829620348542,396.72303685941665
254491.855,-4.7071358881230285,21.765068080646017,-5.43007037139558,-27.980678902634555,-552.1172318797455
254491.859,-4.587267655421669,19.58546417519929,-16.642429040646086,-74.64475949143193,-515.0967962159546
254491.863,-4.449013465100384,17.452092797244678,-27.16523593176445,-100.59584932531806,413.1288839304134
254491.866,-4.287333255255808,15.409139600586894,-36.243702016156874,-103.03993851822035,538.8801548855099
254491.872,-4.096460566614544,13.487025982604502,-43.21252731402998,-81.09204430303359,-373.4183104252287
254491.875,-3.866951741567585,11.708050619994887,-47.534405535589556,-37.87774125644974,-448.35720400212614
254491.879,-3.5963461314218153,10.069171732683714,-48.88664468479499,12.206679537078267,241.59130202270202
254491.883,-3.29472949994952,8.535300297370782,-47.20213743040043,49.6691574838544,363.23227375303804
254491.886,-2.977754161665374,7.055756497457031,-42.631963332248176,64.79806905760205,-40.51719724569408
254491.89,-2.659463185031039,5.581286463387192,-35.493754951973685,62.14358136608248,-296.24895135374885
254491.894,-2.355064014754819,4.063464197475862,-26.256210964733373,50.908762631680005,-135.9530294092972
254491.898,-2.0851679893155755,2.4514405429131947,-15.521283649436356,36.716741881460585,333.646936664675
254491.901,-1.8665657586597793,0.7115315676412559,-3.942574791353789,24.805021195516748,273.22648364162245
254491.905,-1.698991215620934,-1.1482507497033976,7.864907528844675,21.40725472696978,-580.8882098757293
254491.909,-1.5707123777748488,-3.088883051859245,19.318000511510284,23.15490378220616,-368.4395147708827
254491.912,-1.4746422001541852,-5.070329866372049,29.81122157508987,13.740585732600362,704.0808235829711
254491.916,-1.4084420215320028,-7.053564697145651,38.74330431532295,-18.149793844581275,406.50269316635365
254491.92,-1.363609427066771,-8.98380412652649,45.596882041798686,-63.08279496269908,-525.3484299926221
254491.924,-1.3282381737506164,-10.798264946994461,49.955487249942244,-99.92056065005335,-377.7020021363319
254491.927,-1.3004070567581987,-12.452052318879943,51.47680035038784,-113.66535307813426,365.704223947029
254491.931,-1.2902498623492487,-13.922978170950552,49.92397315589028,-98.97553486778902,327.74728878367176
254491.935,-1.3105812327582345,-15.195519733517216,45.24660029629856,-55.607712317242125,-281.2970386976955
254491.939,-1.3730797018383103,-16.254333496549766,37.62280051426457,9.402266505770859,-274.1155483329713
254491.942,-1.4935495536767915,-17.093411344810413,27.44241955872614,77.70358357323224,105.19834375688156
254491.947,-1.694978095243315,-17.7207855559439,15.283067362126621,125.87873040863425,230.39065906425338
254491.951,-2.0018935845034114,-18.14769107542667,1.9060197815333424,139.28850935453983,83.08204932699424
254491.955,-2.4330468737469557,-18.375239180919714,-11.764226297246259,119.1241484280835,-230.8563748800786
254491.958,-3.0024485620935777,-18.396447259035902,-24.720127745029544,76.23944906887462,-193.28850237942328
254491.962,-3.723786396197167,-18.204601687889273,-35.97867894205948,22.828751783004613,312.32797724013034
254491.966,-4.603587263815046,-17.782561153124767,-44.6429420817318,-27.211491127425894,282.2630550769946
254491.969,-5.62957066696106,-17.085191306294725,-49.94487276864555,-59.19443998212256,-512.2787039033003
254491.973,-6.775803203768928,-16.052685771704127,-51.357725267937624,-69.56662930790176,-381.00630951343163
254491.977,-8.018741842791037,-14.642927589924142,-48.73041570322648,-71.3665742754932,615.4737781551986
254491.981,-9.338867935938126,-12.83756238549486,-42.31454739517907,-78.34617714146059,430.6416918692063
254491.984,-10.710550202634916,-10.62671333379161,-32.69753409745478,-88.32786000640083,-465.5448224751809
254491.988,-12.103351855636916,-8.013157746145064,-20.752516024107848,-88.73603342382657,-386.853113574693
254491.992,-13.494308959786693,-5.034279223045338,-7.603191052609662,-71.91305462212192,290.92313720644586
254491.995,-14.871412977399268,-1.766488572249218,5.481867044404117,-38.2293413534922,318.07488765050533
254491.999,-16.226000314816158,1.6914941427844,17.259707735319676,9.271378358799458,-190.36265652354857
254492.003,-17.548801305423662,5.22990383448783,26.66108534044015,64.43163855256736,-264.4848633408017
254492.007,-18.83496705612883,8.724285906716895,32.87815609443252,113.81991409536897,38.00969795864101
254492.01,-20.086451721321705,12.037327968267167,35.43543384404536,141.1403005143045,321.99327320251064
254492.014,-21.30123660001236,15.04366168090444,34.278721070832326,139.86636802201787,145.26177107724348
254492.018,-22.462329335618477,17.653579512997858,29.81071166629627,116.18790468418729,-582.5809017331665
254492.036,-23.545788809072626,19.80186063318591,22.789538592620307,76.0122021649953,-263.87789652730174
254492.041,-24.535673107492975,21.424086517775464,14.164941921460024,18.35356031152374,730.7748864403274
